"show_id","type","title","director","casts","country","date_added","release_year","rating","duration","listed_in","description"
s813,Movie,Swordfish,Dominic Sena,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea de Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes",United States,"2-Jun-21",2001,R,"99 min",Action & Adventure,"A gifted hacker with a criminal past is recruited by a group of shadowy, seductive figures for an elaborate scheme where nothing is quite as it seems."
s859,Movie,"678",Mohamed Diab,"Maged El-Kidwani, Bassem Samra, Ahmed El Fishawy, Nelly Kariem, Boshra, Nahed El Sebaï, Marwa Mehran, Sawsan Badr, Omar El Saeed, Moataz Al-Demerdash","","20-May-21",2009,TV-14,"99 min","Dramas, Independent Movies, International Movies","This film sheds light on sexual harassment in Egypt, following the lives of three women from different social classes who have been subjected to it."
s878,Movie,Cinema Bandi,Praveen Kandregula,"Vikas Vasistha, Sandeep Varanasi, Rag Mayur, Trishara, Munivenkatapa, Uma Yg, Sirivennela Yanamandhala, Sindhu Sreenivasa Murthy",India,"14-May-21",2021,TV-MA,"99 min","Comedies, Independent Movies, International Movies",A struggling rickshaw driver’s life takes a rollicking turn when he comes upon an expensive camera and decides to make a film with his fellow villagers.
s895,Movie,Dance of the Forty One,David Pablos,"Alfonso Herrera, Emiliano Zurita, Mabel Cadena, Fernando Becerril, Paulina Álvarez Muñoz","Mexico, Brazil","12-May-21",2021,TV-MA,"99 min","Dramas, Independent Movies, International Movies",A gay congressman marries the Mexican president's daughter but cavorts with a young man at a secret club. And then scandal hits. Based on a true story.
s911,Movie,Monster,Anthony Mandler,"Kelvin Harrison Jr., Jennifer Hudson, Jeffrey Wright, Jennifer Ehle, Tim Blake Nelson, Nasir 'Nas' Jones, Rakim Mayers, Paul Ben-Victor, John David Washington, Jharrel Jerome, Dorian Missick",United States,"7-May-21",2021,TV-MA,"99 min",Dramas,A talented teen implicated in a robbery-turned-murder fights for his innocence and integrity against a criminal justice system that’s already judged him.
s930,Movie,Dead Again in Tombstone,Roel Reiné,"Danny Trejo, Jake Busey, Elysia Rotaru, Dean McDermott, Elizabeth Lavender, Peter Skagen","","1-May-21",2017,R,"99 min","Action & Adventure, Horror Movies","At the devil's bidding, a deceased outlaw returns to life bent on protecting an ancient relic from a group of soldiers — and raising all kinds of hell."
s953,Movie,The Whole Nine Yards,Jonathan Lynn,"Bruce Willis, Matthew Perry, Rosanna Arquette, Michael Clarke Duncan, Natasha Henstridge, Amanda Peet, Kevin Pollak, Harland Williams, Carmen Ferland, Serge Christianssens",United States,"1-May-21",2000,R,"99 min","Action & Adventure, Comedies",An unhappily married dentist becomes mixed up with mobsters and murder plots when he discovers that a notorious hit man has moved in next door.
s1134,Movie,Sniper: Ghost Shooter,Don Michael Paul,"Chad Michael Collins, Billy Zane, Dennis Haysbert, Nick Gomez, Ravil Isyanov, Stephanie Vogt, Navid Negahban, Presciliana Esparolini, Enoch Frost",United States,"1-Apr-21",2016,R,"99 min",Action & Adventure,Snipers ordered to protect a gas pipeline from terrorists suspect a security breach when they're targeted by a ghost shooter who knows their location.
s1223,Movie,The Block Island Sound,"Kevin McManus, Matthew McManus","Chris Sheffield, Michaela McManus, Neville Archambault, Ryan O'Flanagan, Matilda Lawler, Jim Cummings, Jeremy Holm, Heidi Niedermeyer, Willie C. Carpenter, Matthew Lawler",United States,"11-Mar-21",2020,TV-MA,"99 min","Horror Movies, Independent Movies","On an island, a fisherman's family faces horrors and dark truths when an ominous force begins killing the wildlife and puts their own lives in danger."
s1330,Movie,The Misadventures of Hedi and Cokeman,Julien Royal,"Hedi Bouchenafa, Nassim Lyes, Fred Testot, Julie Ferrier, Benjamin Tranié, Hugues Jourdain, Charlotte Gabris, Vincent Desagnat, Nina Kepekian, Hakim Jemili, Bun-hay Mean",France,"10-Feb-21",2021,TV-MA,"99 min","Comedies, International Movies","In Paris, two dysfunctional dealers use family ties to try to boost their small drug business in this crass comedy based on the webseries."
s1429,Movie,Is Love Enough? Sir,Rohena Gera,"Tillotama Shome, Vivek Gomber, Geetanjali Kulkarni, Rahul Vohra, Divya Seth, Chandrachoor Rai, Dilnaz Irani, Bhagyashree Pandit, Anupriya Goenka, Rashi Mal","India, France","8-Jan-21",2018,TV-MA,"99 min","Dramas, Independent Movies, International Movies","A young widow is hired as the domestic helper for a wealthy architect, but social divides come to the fore as an unlikely attraction grows between them."
s1439,Movie,Tony Parker: The Final Shot,Florent Bodin,Tony Parker,France,"6-Jan-21",2020,TV-14,"99 min","Documentaries, International Movies, Sports Movies","This film examines the background and career of Tony Parker, whose determination led him to become arguably the greatest French basketball player."
s1630,Movie,U-Turn,Derick Cabrido,"Kim Chiu, JM de Guzman, Tony Labrusca, Martin del Rosario, Kate Alejandrino, Miel Espinoza, Janella Salvador, Cris Villanueva, Almira Muhlach, Cris Villonco, Mercedes Cabral, Jerry O'Hara, Simon Ibarra, Alex Medina, Markus Paterson",Philippines,"1-Dec-20",2020,TV-MA,"99 min","Horror Movies, International Movies",A young reporter's investigation into a string of grisly suicides takes a dangerous detour when she follows the clues to a cursed stretch of road.
s1664,Movie,Dolly Parton’s Christmas on the Square,Debbie Allen,"Dolly Parton, Christine Baranski, Treat Williams, Jenifer Lewis, Josh Segarra, Jeanine Mason, Mary Lane Haskell",United States,"22-Nov-20",2020,TV-PG,"99 min","Children & Family Movies, Music & Musicals","Seasonal cheer comes to a screeching halt when a cold-hearted woman tries to sell her hometown's land. Can music, magic and memories change her mind?"
s1833,Movie,Zozo,Josef Fares,"Imad Creidi, Antoinette Turk, Elias Gergi, Carmen Lebbos, Viktor Axelsson, Charbel Iskandar, Yasmine Awad","Sweden, Czech Republic, United Kingdom, Denmark, Netherlands","19-Oct-20",2005,TV-MA,"99 min","Dramas, International Movies","When Lebanon's Civil War deprives Zozo of his family, he's left with grief and little means as he escapes to Sweden in search of his grandparents."
s1845,Movie,A Babysitter's Guide to Monster Hunting,Rachel Talalay,"Tamara Smart, Oona Laurence, Tom Felton, Troy Leigh-Anne Johnson, Lynn Masako Cheng, Ty Consiglio, Ian Ho, Indya Moore, Alessio Scalzotto, Tamsen McDonough",United States,"15-Oct-20",2020,TV-PG,"99 min",Children & Family Movies,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween."
s2037,Movie,#Alive,Cho Il,"Yoo Ah-in, Park Shin-hye",South Korea,"8-Sep-20",2020,TV-MA,"99 min","Horror Movies, International Movies, Thrillers","As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out."
s2184,Movie,What Keeps You Alive,Colin Minihan,"Hannah Emily Anderson, Brittany Allen, Martha MacIsaac, Joey Klein, Charlotte Lindsay Marron",Canada,"1-Aug-20",2018,R,"99 min","LGBTQ Movies, Thrillers",A couple's romantic anniversary retreat to a rural cabin unravels when a childhood friend appears and reveals long-held secrets from the past.
s2329,Movie,Ride Like a Girl,Rachel Griffiths,"Teresa Palmer, Sam Neill, Sullivan Stapleton, Stevie Payne, Brooke Satchwell, Magda Szubanski, Aaron Glenane, Damien Garvey, Sophia Crawford, Henry Nixon",Australia,"27-Jun-20",2020,PG,"99 min","Children & Family Movies, Dramas, Independent Movies","The daughter of a horse trainer, an ambitious girl sets her sights on becoming the first female jockey to win the Melbourne Cup. Based on a true story."
s2458,Movie,Freej Al Taibeen,Ahmed Zain,"Ali Al Shehhi, Huda Al Ghanim, Muhammed Murshed, Yaser Alneyadi, Khaled Al-Nuaimi, Nasser Al-Dhahnani, Nawal Chamoun, Iman Husein",United Arab Emirates,"29-May-20",2018,TV-PG,"99 min","Comedies, Dramas, International Movies","Local rivals gear up to compete in a traditional game that tests their physical strength and endurance, but complications disrupt their training."
s2781,Movie,Curtiz,Tamas Yvan Topolanszky,"Ferenc Lengyel, Evelin Dobos, Declan Hannigan, Scott Alexander Young, József Gyabronka, Nikolett Barabas, Yan Feldman, Rafael Feldman, Christopher Krieg, Andrew Hefler, Lili Bordán",Hungary,"25-Mar-20",2018,TV-MA,"99 min","Dramas, International Movies","Driven and arrogant, film director Michael Curtiz deals with studio politics and family drama during the troubled production of ""Casablanca"" in 1942."
s3026,Movie,MindGamers,Andrew Goth,"Tom Payne, Melia Kreiling, Antonia Campbell-Hughes, Sam Neill, Turlough Convery, Oliver Stark, Dominique Tipper, Ryan Doyle, Simon Paisley-day, Pedja Bjelac",Austria,"15-Jan-20",2017,R,"99 min","International Movies, Sci-Fi & Fantasy, Thrillers","Brilliant young students discover a breakthrough that could change humankind, but soon find themselves the subjects of a much bigger experiment."
s3152,Movie,A Trip to Jamaica,Robert O. Peters,"Ayo Makun, Funke Akindele, Nse Ikpe-Etim, Dan Davies, Paul Campbell, Chris Attoh, Rebecca Silvera, Eric Roberts, Joe Diaz, Alex Moore",Nigeria,"13-Dec-19",2016,TV-MA,"99 min","Comedies, International Movies",A newly engaged couple's romantic vacation in Jamaica turns into a mischievous adventure that tests their union in wild and unexpected ways.
s3400,Movie,In My Country,Frank Rajah Arase,"Sam Dede, Bimbo Manuel, Okawa Shaznay, Shan George, Austin Enabulele, Precious Udoh","","18-Oct-19",2018,TV-MA,"99 min","Dramas, International Movies","A teacher turns to a dubious man to raise money for her daughter's life-saving surgery, a crisis that is unexpectedly catapulted to a national stage."
s3412,Movie,Up North,Tope Oshin,"Banky Wellington, Rahama Sadau, Kanayo O. Kanayo, Ibrahim Suleiman, Michelle Dede, Adesua Etomi, Hilda Dokubo, Akin Lewis",Nigeria,"18-Oct-19",2018,TV-14,"99 min","Dramas, International Movies",A pampered heir must complete a year of service work to inherit his dad's assets but unearths new goals when he's placed in an unfamiliar region.
s3432,Movie,The Bling Lagosians,Bolanle Austen-Peters,"Gbenga Titiloye, Elvina Ibru, Sharon Ooja, Osas Ighodaro Ajibade, Monalisa Chinda, Toyin Abraham, Bisola Aiyeola, Oladele Ogunlana, Jimmy Odukoya, Alex Ekubo",Nigeria,"11-Oct-19",2019,TV-14,"99 min","Dramas, International Movies","With a matriarch bent on having a lavish 51st birthday party, her family's debt is on the verge of exposure, threatening their business – and legacy."
s3799,Movie,Rim of the World,McG,"Jack Gore, Miya Cech, Benjamin Flores Jr., Alessio Scalzotto, Andrew Bachelor, Annabeth Gish, Scott MacArthur, Dean S. Jagger, Michael Beach, Lynn Collins, David Theune, Tony Cavalero, Carl McDowell, Punam Patel, Jason Rogel, Chris Wylde, Rudy Mancuso, Amanda Cerny, Allan Graf, Cameron Fuller, Richard Gore, Peter Parros, Annie Cavalero",United States,"24-May-19",2019,TV-14,"99 min","Action & Adventure, Independent Movies, Sci-Fi & Fantasy","Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world."
s4038,Movie,Nappily Ever After,Haifaa Al-Mansour,"Sanaa Lathan, Ricky Whittle, Lynn Whitfield, Lyriq Bent, Ernie Hudson",United States,"7-Mar-19",2018,TV-MA,"99 min","Comedies, Dramas, Romantic Movies","When a perfectionist ad exec experiences a romantic setback, she embarks on a journey of self-discovery that begins with a dramatic hair makeover."
s4097,Movie,Studio 54,Matt Tyrnauer,"",United States,"16-Feb-19",2018,TV-MA,"99 min",Documentaries,This documentary follows the rapid rise and fall of the Manhattan discotheque and the glittery debauchery that attracted the city's eccentric and elite.
s4206,Movie,The Last Laugh,Greg Pritikin,"Chevy Chase, Richard Dreyfuss, Andie MacDowell, Kate Micucci, Chris Parnell, George Wallace, Lewis Black",United States,"11-Jan-19",2019,TV-MA,"99 min","Comedies, Dramas","After moving to a retirement home, restless talent manager Al reconnects with long-ago client Buddy and coaxes him back out on the comedy circuit."
s4402,Movie,"All's Well, End's Well (2009)",Vincent Kok,"Louis Koo, Sandra Ng Kwan Yue, Raymond Wong, Ronald Cheng, Yao Chen, Guo Tao, Heung Kam Lee, Chun Chau Ha, Miki Shum",Hong Kong,"9-Nov-18",2009,TV-14,"99 min","Comedies, International Movies, Romantic Movies","Bound by a family rule that forbids him from marrying until his stubborn sister gets hitched, a bachelor enlists the help of a love guru to woo her."
s4513,Movie,Errementari: The Blacksmith and the Devil,Paul Urkijo Alijo,"Kandido Uranga, Uma Bracaglia, Eneko Sagardoy, Ramón Agirre, Josean Bengoetxea, Gotzon Sánchez, José Ramón Argoitia, Gorka Aguinagalde, Iñigo de la Iglesia, Aitor Urtzelai","Spain, France","12-Oct-18",2018,TV-MA,"99 min","Horror Movies, International Movies, Sci-Fi & Fantasy","A brutal blacksmith tortures a demon he blames for his misery, unaware a trespassing orphan is about to change everything. Based on Basque folklore."
s4570,Movie,Harishchandrachi Factory,Paresh Mokashi,"Nandu Madhav, Vibhawari Deshpande, Ambarish Deshpande, Mohit Gokhale, Dilip Joglekar, Dheeresh Joshi, Ketan Karande, Atharva Karve, Mayur Khandge, Sandip Pathak",India,"1-Oct-18",2009,TV-PG,"99 min","Dramas, International Movies","Against a backdrop of burgeoning social unrest, a neophyte filmmaker makes history in 1913 as the director of India's first feature-length film."
s4883,Movie,Thi Mai,Patricia Ferreira,"Carmen Machi, Adriana Ozores, Aitana Sánchez-Gijón, Dani Rovira, Eric Nguyen, Pedro Casablanc, José Troncoso, José Burgos, Ana López, Pedro Miguel Martínez, Nguyen Ngan Ha",Spain,"4-May-18",2017,TV-MA,"99 min","Comedies, Dramas, International Movies","Along with her two friends, a determined woman travels to Vietnam to bring home the baby her recently deceased daughter had planned to adopt."
s4930,Movie,I Am not an Easy Man,Eleonore Pourriat,"Vincent Elbaz, Marie-Sophie Ferdane, Pierre Benezit, Blanche Gardin, Celine Menville",France,"13-Apr-18",2018,TV-MA,"99 min","Comedies, International Movies, Romantic Movies",A shameless chauvinist gets a taste of his own medicine when he wakes up in a world dominated by women and locks horns with a powerful female author.
s4972,Movie,Layla M.,Mijke de Jong,"Nora El Koussour, Ilias Addab, Mohammed Azaay, Esma Abouzahra, Bilal Wahib, Nezha Karim, Ayisha Siddiqi, Aziz Akazim, Hassan Akkouch, Husam Chadat","Netherlands, Belgium, Germany, Jordan","23-Mar-18",2016,TV-MA,"99 min","Dramas, International Movies","In response to the repeated bigotry she faces, a Muslim teen in Amsterdam tries to find a sense of belonging in the world of fundamentalist Islam."
s5075,Movie,Bad Day for the Cut,Chris Baugh,"Nigel O'Neill, Susan Lynch, Józef Pawlowski, Stuart Graham, David Pearse, Brian Milligan, Anna Prochniak, Stella McCusker, Ian McElhinney, Lalor Roddy",United Kingdom,"18-Jan-18",2017,TV-MA,"99 min","Independent Movies, International Movies, Thrillers","A mild-mannered, middle-aged Irish farmer devoted to his mother embarks on a violent quest for revenge when she's murdered in a home invasion."
s5147,Movie,The Worthy,Ali F. Mostafa,"Ali Suliman, Mahmoud Al Atrash, Samer al Masri, Rakeen Saad, Habib Ghuloom, Samer Ismail, Salah Hanoun, Maisa Abd Elhadi, Mohammad Al Ibrahimi, Nabeel Ahmad Alkoni","United Arab Emirates, Romania","1-Dec-17",2016,TV-MA,"99 min","International Movies, Sci-Fi & Fantasy, Thrillers","In the near future, with civilization a thing of the past, a man puts his family in peril when he reluctantly lets outsiders into his compound."
s5278,Movie,#realityhigh,Fernando Lebrija,"Nesta Cooper, Kate Walsh, John Michael Higgins, Keith Powers, Alicia Sanz, Jake Borelli, Kid Ink, Yousef Erakat, Rebekah Graf, Anne Winters, Peter Gilroy, Patrick Davis",United States,"8-Sep-17",2017,TV-14,"99 min",Comedies,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity."
s5503,Movie,In the Shadow of Iris,Jalil Lespert,"Romain Duris, Charlotte Le Bon, Jalil Lespert, Camille Cottin, Adel Bencherif, Sophie Verbeeck, Hélène Barbry","France, Belgium","1-May-17",2016,TV-MA,"99 min","Dramas, International Movies, Thrillers","The sudden disappearance of a wealthy banker's wife cracks open a dizzying world of secret fetishes, desperate acts and elaborate deceptions."
s5530,Movie,Slam,Andrea Molaioli,"Ludovico Tersigni, Jasmine Trinca, Luca Marinelli, Barbara Ramella, Gianluca Broccatelli, Pietro Ragusa, Fiorenza Tessari",Italy,"15-Apr-17",2017,TV-MA,"99 min","Comedies, Dramas, International Movies","Teen father-to-be Sam imagines his future as a young parent and finds a surprising mentor while reading about his idol, pro skateboarder Tony Hawk."
s5549,Movie,Life 2.0,Jason Spingarn-Koff,"",United States,"1-Apr-17",2010,TV-MA,"99 min",Documentaries,Computer users across the globe log onto the virtual world of Second Life. But some users' lives are dramatically consumed by this alternate reality.
s5590,Movie,Operações Especiais,Tomas Portella,"Cleo Pires, Marcos Caruso, Thiago Martins, Fabrício Boliveira, Fabiula Nascimento, Antonio Pedro Tabet, Fábio Lago, Analú Prestes, Gillray Coutinho, Augusto Madeira",Brazil,"25-Feb-17",2015,TV-MA,"99 min","Action & Adventure, International Movies","In a crime-plagued area of Rio de Janeiro, a team of honest cops, including a determined rookie, fights corruption and mistrust on all sides."
s5598,Movie,Tini: The New Life of Violetta,Juan Pablo Buscarini,"Martina Stoessel, Jorge Blanco, Adrián Salzedo, Mercedes Lambre, Diego Ramos, Clara Alonso, Sofia Carson, Leonardo Cecchi, Ridder van Kooten, Beatrice Arnera, Georgina Amorós","Spain, Italy, Argentina","19-Feb-17",2016,G,"99 min","Children & Family Movies, Music & Musicals","After completing a world tour, a teen pop star spends the summer at an Italian villa to recover from heartbreak and grow into a mature artist."
s5625,Movie,Journey to Greenland,Sébastien Betbeder,"Thomas Blanchard, Thomas Scimeca, François Chattot, Ole Eliassen, Adam Eskilden",France,"29-Jan-17",2016,TV-14,"99 min","Comedies, International Movies","When they flee Paris for a remote village in Greenland, two part-time actors become immersed in the archaic Inuit culture and forge unexpected bonds."
s5692,Movie,Mercenary,Sacha Wolff,"Toki Pilioko, Iliana Zabeth, Mikaele Tuugahala, Laurent Pakihivatau, Petelo Sealeu, Maoni Talalua, Teotola Maka, Bessarion Udesiani",France,"4-Dec-16",2016,TV-MA,"99 min","Dramas, International Movies, Sports Movies","When he defies his cruel father and leaves New Caledonia to play rugby in France, young Soane learns hard lessons about life, love and success."
s5781,Movie,Welcome Mr. President,Riccardo Milani,"Claudio Bisio, Kasia Smutniak, Beppe Fiorello, Remo Girone, Massimo Popolizio, Cesare Bocci, Omero Antonutti, Michele Alhaique, Franco Ravera, Patrizio Rispo, Piera Degli Esposti, Gianni Cavina",Italy,"1-Oct-16",2013,TV-MA,"99 min","Comedies, International Movies","When frustrated politicians name a historical figure as the next president, an honest, humble man by the same name suddenly becomes Italy's leader."
s5784,Movie,Audrie & Daisy,"Bonni Cohen, Jon Shenk","",United States,"23-Sep-16",2016,TV-MA,"99 min",Documentaries,"In this wrenching documentary, two teens are sexually assaulted by boys they considered friends, humiliated online and harassed by their communities."
s5894,Movie,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,"","United Kingdom, Ukraine, United States","9-Oct-15",2015,TV-MA,"99 min","Documentaries, International Movies","Over 93 days in Ukraine, what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement."
s5977,Movie,Çok Filim Hareketler Bunlar,Ozan Açıktan,"Ayça Erturan, Aydan Taş, Ayşegül Akdemir, Burcu Gönder, Bülent Emrah Parlak, Büşra Pekin, Emre Canpolat, Ersin Korkut, Eser Yenenler, Gizem Tuğral, Gülhan Tekin, Gülsüm Alkan, Hamdi Kahraman, İbrahim Büyükak, Metin Keçeci",Turkey,"10-Mar-17",2010,TV-MA,"99 min","Comedies, International Movies","Vignettes of the summer holidays follow vacationers as they battle mosquitoes, suffer ruined plans and otherwise hit snags in their precious time off."
s6019,Movie,"50 First Dates",Peter Segal,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph",United States,"1-Dec-20",2004,PG-13,"99 min","Comedies, Romantic Movies","After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day."
s6070,Movie,A.X.L.,Oliver Daly,"Alex Neustaedter, Becky G., Alex MacNicoll, Dominic Rains, Thomas Jane, Lou Taylor Pucci, Patricia De Leon, Niko Guardado, Ted McGinley, Marie-Françoise Theodore, Eric Etebari, Dorian Kingi",United States,"20-Mar-19",2018,PG,"99 min","Action & Adventure, Children & Family Movies, Independent Movies","Young motocross racer Miles Hill helps a top-secret robotic combat dog evade its ruthless creator and the military, who are in hot pursuit."
s6093,Movie,Adrishya,Sandeep Chatterjee,"Ravi Kumar, Ayesha Singh, Nishat Mallick, Archana Kotwal, Rakesh Chaturvedi Om, Nidhi Mahavan, Abhijit Sinha, Abdur Rehman",India,"31-Dec-19",2017,TV-14,"99 min","Horror Movies, Independent Movies, International Movies",A family’s harmonious existence is interrupted when the young son begins showing symptoms of anxiety that seem linked to disturbing events at home.
s6142,Movie,American Hangman,Wilson Coneybeare,"Donald Sutherland, Vincent Kartheiser, Oliver Dennis, Paul Braunstein, Paul Amato, Matt Baram, Dan Beirne, Joanne Boland, Jamie Jacqueline Burns, Alexander Crowther",Canada,"30-Jul-19",2019,TV-MA,"99 min",Thrillers,"A judge’s kidnapping is streamed live on social media, as a vengeful loner puts him on trial for supposedly sending an innocent man to his death."
s6204,Movie,B.A. Pass,Ajay Bahl,"Shadab Kamal, Shilpa Shukla, Rajesh Sharma, Dibyendu Bhattacharya, Vijay Kaushik, Anula Navlekar, Happy Ranjit, Raveena Singh, Padam Mishra",India,"7-Jun-18",2013,TV-14,"99 min","Dramas, Independent Movies, International Movies","Orphaned and at loose ends, young Mukesh falls into the seductive orbit of married Sarika, who leads him ever deeper into a world of sex and betrayal."
s6245,Movie,Barely Lethal,Kyle Newman,"Hailee Steinfeld, Jessica Alba, Samuel L. Jackson, Sophie Turner, Dove Cameron, Toby Sebastian, Gabriel Basso, Thomas Mann, Rachael Harris, Dan Fogler, Steve-O, Rob Huebel, Finesse Mitchell, Jaime King",United States,"26-Jul-18",2015,PG-13,"99 min","Action & Adventure, Comedies",A girl raised to be a government assassin just wants to be a normal teen – so she runs away and pretends to be a high school exchange student.
s6270,Movie,Because We're Heading Out,Khaled El Halafawy,"Hassan El Raddad, Emy Samir Ghanim, Bayyumi Fuad, Taher Abu Lela, Nesreen Ameen, Mourad Makram, Diaa El-Merghani, Juditta Salem-Wolff",Egypt,"18-Apr-19",2016,TV-14,"99 min","Comedies, International Movies",Trouble and high jinks ensue when a man and woman stumble on a bag full of money while out on the town.
s6279,Movie,Being AP,Anthony Wonke,Tony McCoy,United Kingdom,"15-Aug-16",2015,TV-14,"99 min","Documentaries, International Movies, Sports Movies","With retirement staring him in the face, an all-time-great jump jockey pursues his 20th consecutive title in his unrelenting quest for glory."
s6286,Movie,Berlin Kaplani,Hakan Algül,"Ata Demirer, Necati Bilgiç, Tarık Ünlüoğlu, Özlem Türkad, Nihal Yalçın, Cemil Özbayer, Cengiz Bozkurt, Orhan Güner, Mert Aran",Turkey,"10-Mar-17",2012,TV-14,"99 min","Comedies, International Movies, Sports Movies","After a losing streak puts him in debt of 50,000 euros to his sponsors, an unlikely Turkish-German boxer in Berlin finds himself in need of a miracle."
s6350,Movie,Bobbi Jene,Elvira Lind,Bobbi Jene Smith,"Denmark, Sweden, Israel, United States","1-Jun-18",2017,TV-MA,"99 min",Documentaries,This candid profile follows dancer Bobbi Jene Smith as she leaves the company of Israeli choreographer Ohad Naharin to forge her own artistic path.
s6352,Movie,Bobby Robson: More Than a Manager,"Gabriel Clarke, Torquil Jones",Bobby Robson,United Kingdom,"1-Dec-18",2018,TV-14,"99 min","Documentaries, International Movies, Sports Movies","Explore the life and times of legendary soccer manager Bobby Robson, whose keen mind for the game was matched only by his devotion to his teams."
